recover_id,drug_emb_0,drug_emb_1,drug_emb_2,drug_emb_3,drug_emb_4,drug_emb_5,drug_emb_6,drug_emb_7,drug_emb_8,drug_emb_9,drug_emb_10,drug_emb_11,drug_emb_12,drug_emb_13,drug_emb_14,drug_emb_15,drug_emb_16,drug_emb_17,drug_emb_18,drug_emb_19,drug_emb_20,drug_emb_21,drug_emb_22,drug_emb_23,drug_emb_24,drug_emb_25,drug_emb_26,drug_emb_27,drug_emb_28,drug_emb_29,drug_emb_30,drug_emb_31,drug_emb_32,drug_emb_33,drug_emb_34,drug_emb_35,drug_emb_36,drug_emb_37,drug_emb_38,drug_emb_39,drug_emb_40,drug_emb_41,drug_emb_42,drug_emb_43,drug_emb_44,drug_emb_45,drug_emb_46,drug_emb_47,drug_emb_48,drug_emb_49,drug_emb_50,drug_emb_51,drug_emb_52,drug_emb_53,drug_emb_54,drug_emb_55,drug_emb_56,drug_emb_57,drug_emb_58,drug_emb_59,drug_emb_60,drug_emb_61,drug_emb_62,drug_emb_63,drug_emb_64,drug_emb_65,drug_emb_66,drug_emb_67,drug_emb_68,drug_emb_69,drug_emb_70,drug_emb_71,drug_emb_72,drug_emb_73,drug_emb_74,drug_emb_75,drug_emb_76,drug_emb_77,drug_emb_78,drug_emb_79,drug_emb_80,drug_emb_81,drug_emb_82,drug_emb_83,drug_emb_84,drug_emb_85,drug_emb_86,drug_emb_87,drug_emb_88,drug_emb_89,drug_emb_90,drug_emb_91,drug_emb_92,drug_emb_93,drug_emb_94,drug_emb_95,drug_emb_96,drug_emb_97,drug_emb_98,drug_emb_99,drug_emb_100,drug_emb_101,drug_emb_102,drug_emb_103,drug_emb_104,drug_emb_105,drug_emb_106,drug_emb_107,drug_emb_108,drug_emb_109,drug_emb_110,drug_emb_111,drug_emb_112,drug_emb_113,drug_emb_114,drug_emb_115,drug_emb_116,drug_emb_117,drug_emb_118,drug_emb_119,drug_emb_120,drug_emb_121,drug_emb_122,drug_emb_123,drug_emb_124,drug_emb_125,drug_emb_126,drug_emb_127,DRD2,ADRA1A,ADRA1D,ADRA2A,ADRA2C,ADRA2B,HSD17B10,DRD3,SIGMAR1,HTR2C,HTR2A,HTR2B,HTR6,CHRM2,CHRM4,CHRM3,CHRM1,SLC6A2,TSHR,THRB,LMNA,ACHE,ESR1,ESR2,KCNH2,MTOR,TUBB6,TUBB2B,TUBB2A,TUBA3E,TUBA1C,TUBA1B,TUBB,TUBB8,TUBB4A,TUBA1A,TUBB3,TUBA4A,TUBA3C,TUBB1,TUBB4B,RAB9A,BLM,SMN2,HDAC2,HDAC6,HDAC3,HDAC1,MAPK14,MAPK11,NR3C1,CA2,CA9,CA12,CA14,CA6,MAPK1,HIF1A,EGFR,KDR,ERBB2,JAK3,FLT4,RPS6KB1,SLK,MAP4K5,FER,MINK1,MAP4K4,LCK,SRC,ABL1,LYN,ERBB4,FLT3,BLK,AURKB,AURKC,RIPK2,GAK,EPHA5,STK10,EPHA6,FRK,EPHA8,ABL2,RET,MKNK1,ERBB3,DDR1,MERTK,LTK,TNK1,TIE1,TNNI3K,MAP3K19,HIPK4,ULK3,MAP2K5,PDGFRB,FGFR1,MAP2K1,FYN,RAF1,TYK2,HCK,MAP3K20,KIT,YES1,CSF1R,PDGFRA,BTK,EPHB2,EPHB1,EPHA4,LIMK1,EPHB4,EPHA2,EPHA3,FGR,TNK2,PTK6,BRAF,BCR,DDR2,EPHA1,MAP4K3,SIK2,MAP4K1,EPHB6,MAP3K2,MAP3K3,STK35,NTRK2,NTRK3,TEK,FLT1,AURKA,MKNK2,PLK4,EPHA7,CDK7,AXL,HIPK2,MAP3K7,MUSK,HIPK3,IRAK1,FGFR3,RPS6KA1,TYRO3,FGFR2,PTK2,TTK,BMP2K,TNIK,STK16,TAOK3,NUAK2,IRAK3,TBK1,LRRK2,MET,ROS1
RE-MOL-0000575167,0.05456914,0.0,0.41928717,0.1623443,0.26957738,0.0,0.09857902,0.10410466,0.18091483,0.25491226,0.07107007,0.20105094,0.0,0.27296078,0.29015312,0.0,0.3301712,0.1190209,0.17697453,0.15799662,0.0,0.0,0.0,0.16475077,0.2089665,0.38447803,0.33212817,0.20003335,0.09717404,0.24388106,0.14175832,0.16892833,0.11735267,0.101755776,0.18443774,0.24880815,0.12365918,0.0,0.2273983,0.17315753,0.1061889,0.0,0.23717934,0.15138698,0.28272852,0.0,0.30330658,0.32461604,0.0,0.25037077,0.18400274,0.20307292,0.27114058,0.0,0.2181756,0.16935004,0.2251628,0.0,0.091467954,0.18325701,0.19989729,0.19586298,0.0,0.03187664,0.11477955,0.0,0.23407349,0.0874459,0.08939919,0.0,0.2153571,0.2885573,0.3237213,0.22699802,0.29045695,0.18124706,0.18060082,0.18846925,0.06291542,0.1594963,0.16233993,0.0,0.08501367,0.32751712,0.17029515,0.030584306,0.16397557,0.11266306,0.09605671,0.18336436,0.0,0.13218066,0.07996575,0.056225866,0.0,0.33194253,0.3004728,0.22132257,0.16517903,0.17807597,0.0,0.20290852,0.043993544,0.33050287,0.29219225,0.32231748,0.23519507,0.20502032,0.26122114,0.036759272,0.20163481,0.15292302,0.22045279,0.30607706,0.42277312,0.0987162,0.1587335,0.0,0.28359985,0.19634327,0.04950095,0.07495475,0.24154936,0.07460123,0.3357836,0.29214275,0.17514299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE-MOL-0000123129,0.3337801,0.0,0.58102673,1.0446709,0.41129017,0.0,0.42813095,0.48979682,0.83600485,0.61919296,0.46835586,0.23144831,0.0,0.46374628,0.4592718,0.0,0.36317524,0.39198518,0.76417387,0.88244015,0.0,0.0,0.0,0.84266156,0.42308906,0.64629155,0.617229,1.133074,0.8276272,0.46218076,0.41838518,0.6451769,0.6003635,0.644067,0.3687057,0.48262405,0.6133541,0.0,0.31424707,0.82802254,0.5297719,0.0,0.38231546,0.3172662,0.8266831,0.0,0.6429914,0.13416511,0.0,0.47591692,0.67429864,0.53589916,0.38689247,0.0,0.3864019,0.5427001,0.3610718,0.0,0.25879958,0.25060114,0.5214346,0.6305255,0.2510675,0.29357404,0.54673153,0.0,0.6418697,0.59242123,0.6182089,0.0,0.5472395,0.08924302,0.739345,0.31730315,0.68672556,0.90358347,0.6641607,0.5602152,0.82262903,0.398759,0.74858147,0.0,0.795676,0.6277958,0.34682912,0.27189657,0.7477595,0.28368348,0.9349099,0.37665063,0.0,0.15162577,0.16708958,0.8020896,0.0,0.5671951,0.68289715,0.593301,0.92451555,0.3589709,0.0,0.20496853,0.59232396,0.50115293,0.531547,0.6959666,0.5716351,0.5557005,0.31081986,0.27881354,0.5806588,0.5293752,0.56021637,0.6117373,0.6266692,0.78891397,0.33855653,0.0,0.37901348,0.4162989,0.5563718,0.47508693,0.31805283,0.84594226,0.6120652,0.6319442,0.5718895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE-MOL-0000075835,0.06188107,0.0,0.43630835,0.25818816,0.5919213,0.0,0.3014628,0.3719728,0.48731717,0.3781144,0.31914258,0.4357902,0.0,0.31563058,0.50180036,0.0,0.6235717,0.21085982,0.24723744,0.6011492,0.0,0.0,0.0,0.39523253,0.61995023,0.65219426,0.49897584,0.64855623,0.19226277,0.35955894,0.3132978,0.5182414,0.6427714,0.32679904,0.35987228,0.39918962,0.3833796,0.0,0.4549216,0.58273107,0.36371988,0.0,0.41287604,0.4107434,0.63453484,0.0,0.5567625,0.14847174,0.0,0.4584784,0.41318664,0.3601332,0.3805234,0.0,0.4343102,0.5243447,0.25243962,0.0,0.17360066,0.29222974,0.18115152,0.021226691,0.0,0.48901746,0.33458683,0.0,0.3255502,0.118224666,0.3048831,0.0,0.41118592,0.7770315,0.58647376,0.4888197,0.40112698,0.5961888,0.4777571,0.53905547,0.46490824,0.3902711,0.13617386,0.0,0.13597277,0.6288123,0.380261,0.113232926,0.38357842,0.32391524,0.10231733,0.38194978,0.0,0.47489628,0.1798909,0.22303146,0.0,0.57240313,0.5428857,0.5258032,0.50557196,0.4060124,0.0,0.5349951,0.10659546,0.68041515,0.530689,0.3380671,0.3918598,0.3446907,0.39655656,0.21976559,0.44328418,0.11344391,0.47743252,0.5571978,0.70220983,0.1298698,0.33470866,0.0,0.4955653,0.34374338,0.0,0.20045307,0.3076436,0.0,0.6182014,0.47639835,0.50235456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE-MOL-0000213627,0.16412896,0.0,0.30215943,0.4415216,0.4250977,0.0,0.23870943,0.28841883,0.30686048,0.41448307,0.22184221,0.18461484,0.0,0.20410362,0.2255431,0.0,0.15457895,0.27141756,0.24965516,0.3938815,0.0,0.0,0.0,0.41446015,0.33801058,0.36868575,0.43464524,0.38600552,0.35599887,0.22580117,0.07419627,0.24590644,0.12895942,0.16376072,0.279641,0.3105407,0.1838873,0.0,0.061545912,0.44295943,0.23823464,0.0,0.32560855,0.13133788,0.33935106,0.0,0.3457309,0.21443355,0.0,0.27613294,0.2266967,0.23126672,0.24822183,0.0,0.1348204,0.14637394,0.21211919,0.0,0.12992068,0.191685,0.37105718,0.40914166,0.0,0.21573256,0.1679388,0.0,0.32522652,0.35017216,0.27255315,0.0,0.27718955,0.0,0.31477642,0.31177694,0.32242095,0.36462554,0.3725968,0.268492,0.31060258,0.21345337,0.2521351,0.0,0.35768402,0.35865405,0.10820146,0.20736279,0.24437073,0.24727552,0.40590912,0.1342172,0.0,0.05143507,0.23050094,0.32471648,0.0,0.39528626,0.31012887,0.27494788,0.2805305,0.23018532,0.0,0.19502856,0.39340556,0.34731832,0.3970771,0.33059797,0.36346605,0.16838147,0.17539506,0.15306664,0.2858222,0.30819628,0.3789753,0.4310562,0.34657162,0.36499485,0.22693971,0.0,0.290158,0.07594012,0.4201735,0.2145225,0.21508244,0.5225155,0.28897083,0.4024545,0.28598106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE-MOL-0000448861,0.17090014,0.0,0.36863035,0.23648833,0.35850692,0.0,0.19119984,0.15008411,0.4074797,0.32133552,0.17793147,0.4776658,0.0,0.31727418,0.28461125,0.0,0.33370915,0.23490477,0.24842621,0.36530918,0.0,0.0,0.0,0.34540617,0.33533287,0.46255228,0.30447313,0.47373572,0.29810283,0.28214335,0.1355676,0.398788,0.47719482,0.16931798,0.3467789,0.28569418,0.31392926,0.47792792,0.21646662,0.35639638,0.3465194,0.0,0.32012472,0.2933343,0.45097992,0.0,0.386487,0.17167531,0.0,0.26544243,0.36985067,0.29569465,0.25604376,0.0,0.37639657,0.42845526,0.27714905,0.0,0.14817989,0.2035211,0.24227029,0.2614812,0.0,0.27027917,0.18178526,0.0,0.40426916,0.23333512,0.23877664,0.0,0.27077553,0.48940638,0.390201,0.45563027,0.32977748,0.452631,0.33969602,0.39864475,0.33025542,0.37175652,0.14779219,0.0,0.28368244,0.46697468,0.28359896,0.162887,0.26185825,0.2599279,0.20801327,0.32162565,0.0,0.27398723,0.20604362,0.2454768,0.0,0.35091093,0.38733393,0.33679265,0.42376563,0.3177105,0.0,0.41482195,0.09923023,0.39521942,0.36653256,0.2489674,0.31889817,0.2482075,0.28598607,0.1530779,0.33878198,0.32291606,0.38769194,0.33796,0.49349278,0.17484812,0.18041576,0.0,0.35113525,0.18170154,0.35751873,0.14649642,0.28098893,0.046408135,0.40821043,0.39738926,0.3341861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE-MOL-0000575640,0.07728867,0.0,0.21602967,0.139227,0.25748864,0.0,0.18437491,0.19911562,0.051850908,0.3224156,0.14806677,0.119914606,0.0,0.16406275,0.24858338,0.0,0.22156727,0.100782,0.06524733,0.35878265,0.0,0.0,0.0,0.22956581,0.3459602,0.29672748,0.38642538,0.3778593,0.11896122,0.089300774,0.009311674,0.21754608,0.18017524,0.12906364,0.25847924,0.243207,0.19310805,0.0,0.082038,0.28888914,0.174736,0.0,0.14310081,0.13364309,0.3762882,0.0,0.2579493,0.12278496,0.0,0.15647912,0.16670239,0.27543405,0.21384118,0.0,0.2244684,0.15731567,0.17740113,0.0,0.003360008,0.119252816,0.14874363,0.0,0.0,0.25891227,0.049834337,0.0,0.05151719,0.06423313,0.056778148,0.0,0.13889597,0.009857906,0.30147624,0.1444113,0.2295933,0.25890848,0.28731287,0.25306013,0.25607917,0.16351466,0.042618696,0.0,0.038671862,0.28633338,0.04309962,0.10853616,0.14628789,0.11614674,0.18608981,0.09983384,0.0,0.036778327,0.15162173,0.20980977,0.0,0.29437506,0.17596078,0.2784003,0.11913365,0.17126536,0.0,0.14412187,0.066767566,0.34606975,0.2931734,0.19629088,0.25064194,0.11016232,0.11772145,0.065519154,0.35078424,0.05972087,0.2774909,0.42544973,0.26460332,0.043824077,0.12034802,0.0,0.2308127,0.1814434,0.05673645,0.07624633,0.054172043,0.0,0.30862975,0.29716766,0.24575254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE-MOL-0000016073,0.08286428,0.0,0.3787758,0.34551144,0.41645268,0.0,0.2273593,0.40217015,0.38916406,0.20152369,0.20114642,0.30953878,0.0,0.30672318,0.3568605,0.0,0.28911436,0.13791332,0.26281783,0.44148606,0.0,0.0,0.0,0.42709523,0.40907103,0.37778816,0.4284868,0.47364065,0.24118115,0.31709793,0.24162015,0.37171164,0.33047813,0.2950853,0.28019106,0.31057993,0.3043102,0.0,0.23175253,0.34522578,0.2209177,0.0,0.1842651,0.18047634,0.41657174,0.0,0.45095038,0.16404074,0.0,0.33858567,0.30936486,0.33976594,0.29117405,0.0,0.29908147,0.26290163,0.3262442,0.0,0.0,0.22121164,0.25558847,0.13424161,0.0,0.3283263,0.21567884,0.0,0.19773501,0.16231842,0.25813177,0.0,0.26069188,0.34952778,0.42178074,0.2847735,0.2632026,0.46221715,0.28430003,0.38543248,0.29442757,0.32646155,0.14437324,0.0,0.21448024,0.40194297,0.16755046,0.031143446,0.18878905,0.21987669,0.27715328,0.2761575,0.0,0.25718924,0.2266645,0.2678862,0.0,0.38780102,0.36628792,0.48373926,0.3530139,0.22752991,0.0,0.32585356,0.34979248,0.42943418,0.49141818,0.28874898,0.35388258,0.25108454,0.25481424,0.21255937,0.35539585,0.1757061,0.32299653,0.53997654,0.46773964,0.16191167,0.2072127,0.0,0.38954073,0.22159278,0.19761595,0.2780533,0.1675357,0.2396807,0.36796558,0.39504808,0.3177225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE-MOL-0000071515,0.010337477,0.0,0.23493133,0.1272278,0.26188064,0.0,0.16296667,0.19358316,0.14390394,0.18722251,0.13877927,0.2094731,0.0,0.2158657,0.2564641,0.0,0.13243148,0.18683894,0.13332345,0.27455366,0.0,0.0,0.0,0.16162764,0.29133055,0.3340799,0.25434574,0.28812197,0.24622183,0.13446452,0.16935629,0.22670001,0.22602585,0.13391386,0.19244747,0.24924652,0.18073975,0.0,0.08091107,0.25293154,0.18151037,0.0,0.22471127,0.20531078,0.270638,0.0,0.24597497,0.15179168,0.0,0.25509003,0.25421828,0.27657172,0.21052115,0.0,0.21441655,0.18241458,0.3521497,0.0,0.08431746,0.15647785,0.22036609,0.26126495,0.043736394,0.06325223,0.14697897,0.0,0.16928974,0.15544719,0.11418922,0.0,0.181708,0.15122707,0.27323124,0.15620509,0.17653583,0.22562689,0.2179874,0.22523145,0.15604876,0.14741786,0.123861074,0.0,0.2007201,0.27692255,0.09164586,0.15621626,0.13187672,0.13147068,0.22267367,0.14052096,0.0,0.13457653,0.073328204,0.18200378,0.0,0.25642487,0.26713917,0.2926639,0.23747544,0.23091242,0.0,0.20323162,0.24070512,0.25284865,0.29734713,0.22688717,0.17205237,0.20032653,0.18124737,0.10829642,0.15129757,0.17689139,0.17189914,0.30682704,0.3395381,0.083148174,0.15778606,0.0,0.18828519,0.09742979,0.22084314,0.092216566,0.16999081,0.19012552,0.3164259,0.24300355,0.15562893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
